Guid,ContactId,AccountId,SuppliedName,SuppliedPhone,SuppliedCompany,Type,Status,Reason,Subject,Priority,Description,ClosedDate,IsEscalated,Comments,Application__c,TypeDetail__c
03686442-5c11-44f4-955f-16f13a5d0ead,5792cbb4-107b-42c2-975c-885526dc7f3d,ac74df6f-fad7-4bd8-a606-eeb0f45dbd01,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
03795774-c2d7-489c-a131-d98450a9e185,a9eb28fe-7043-43a4-a9d4-7da0f323f03a,2752c1d1-b795-4735-b9bc-6f4eba1957a3,#N/A,#N/A,#N/A,Problem,Pending Approval,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
03b2f307-e01e-4113-a3c3-5a46a757e514,779a61bb-2ba0-4f46-89a4-6965e6974d67,f6e099b5-20c2-41f3-b0c8-057d41b59d50,#N/A,#N/A,#N/A,Feature Request,Rejected,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
0421490a-e72f-4ac4-b7bc-52c85f33fadf,35f08df9-443c-4198-a645-fdbc0f17f2f9,f07dfce0-270d-4aaa-85b0-040c1569b0d7,#N/A,#N/A,#N/A,Feature Request,New,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
0437c98e-eef6-4adc-b5de-0dbc54929c07,5900c43d-7380-4d1c-a91b-9e61fa23f244,4b45406d-e86f-401a-be15-58d7550a29b5,#N/A,#N/A,#N/A,Problem,Rejected,User didn't attend training,Use button with approval process,Medium,EMEA Case,#N/A,false,#N/A,#N/A,#N/A
046f0f03-ffe7-4b29-8935-b21fc1596db5,56a57359-10c9-4802-890d-054ac75f5d16,9ec52262-7e0f-4751-bddb-c93b6e20c2cb,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
048d9c71-cd59-42d1-9463-4d81a2990a46,9e6659a0-231e-4778-be85-f4da35e248c0,24f8ddba-6a41-4904-bbf1-23a4ae7c03b3,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
04b4a243-24bc-4e70-b47e-e7986536ec8e,451445dd-5ec9-49df-bc81-d204eee55024,bfff17a1-9be0-45db-a078-eea0ef614d85,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
04d761af-049a-459b-bbd1-da886406a129,2b87aa1a-563c-4aad-89e8-a436878ef4a5,baea373d-ac63-4ce6-85c6-ed6f75bdad26,#N/A,#N/A,#N/A,Question,On Hold,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
0531d4e3-8143-4e58-8bd8-9c839b7d3b33,a557299e-dd3e-4701-82d5-26f5451d994a,717e985c-df4a-4a56-8332-d6b04aa98159,#N/A,#N/A,#N/A,Problem,On Hold,Existing problem,Components not working as expected,Medium,Prefers Direct Phone Outreach,#N/A,false,#N/A,#N/A,#N/A
058435ce-ca24-4dc7-8aba-8add9c2cd2ab,dbcb688c-5286-47a9-8401-b0acb0a55295,838f977b-7602-4ea3-a759-3488d07ea9ba,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
0586238b-0a32-4ef0-bdee-92bb409162d7,52d81604-91c5-4eb9-a244-930b9aacb0f3,cb619659-6773-49cb-8170-3e4e4c41aab7,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
05b4aa91-7cd2-4584-8fce-7d6258d83060,f24ddb17-8c8c-4894-8d1c-88086fb07a1b,f07dfce0-270d-4aaa-85b0-040c1569b0d7,#N/A,#N/A,#N/A,Problem,Rejected,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
05b91cc4-1f2e-4284-b515-4a251f3a0af1,05bcbe8e-ac89-4eba-b3ba-36f8ea9ead15,5f6e013d-e183-43f1-8f2e-62d04707c1a1,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
06160768-6e84-4564-8e01-55563696f866,cb403d5b-6ed6-48c1-a727-6f2e9370b7c4,4de78b82-48d2-4f01-8a7f-b2564aca0749,#N/A,#N/A,#N/A,Problem,On Hold,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
0651e7c4-dfc0-4aee-8f9a-6cc9cb3f7d7a,1812e43e-d140-4ca6-83b4-e006240b5f00,bd1e547b-5e66-46f7-86ff-501480d0f1f0,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
067cf0c9-6c64-44ec-b23b-4584138b1215,d211b2a7-7b99-4c88-a00f-bfcf2096d7d3,e8ed56e3-5309-46cc-9ce0-f1726239cb00,#N/A,#N/A,#N/A,Problem,New,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
06d0943b-92c2-4977-83a8-083977ca1c35,31eaa0c2-61ef-45d1-8d96-ee32363d7d82,e8ed56e3-5309-46cc-9ce0-f1726239cb00,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
07157a41-717e-4c53-a7bf-0e2b02474407,3807f224-4107-4a4b-ac9f-274c43dced2c,4a6fe7d4-ed81-4322-98f7-4f55e975336a,#N/A,#N/A,#N/A,Problem,Pending Approval,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
07987f8f-1ad8-4ced-b37e-439e2a4db80d,3a7b1969-a73b-4421-b927-3ef9d869659b,84e06c4d-1c48-4d2f-885e-60940b99db6f,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
07e6a7a6-ba56-4e6a-9a02-283db6b40146,2a3f764b-8e3f-4a78-9613-e2c716b28c9a,dfcafcd7-b448-4357-90a7-83e66d1a9e2a,#N/A,#N/A,#N/A,Problem,Escalated,User didn't attend training,"""Dash"" after 5 digit zip code",Medium,User Needs Help,#N/A,false,#N/A,#N/A,#N/A
0807cd09-3364-44cf-b7ad-419e8c659c33,e22e87b0-045c-4886-8aaf-bf12ebcfcdab,6ebd52fd-5fce-4109-9f18-a2250084b1e4,#N/A,#N/A,#N/A,Problem,Escalated,User didn't attend training,Can I embed an excel template into a word template?,Medium,EMEA Case,#N/A,false,#N/A,#N/A,#N/A
08436551-3b81-4888-9653-c042675611dd,69c09441-d6c2-4a9f-8017-7f9e6a4cba9a,cb619659-6773-49cb-8170-3e4e4c41aab7,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
08487694-910a-4f32-a24c-7a37229a60e6,62f8d07b-abbc-4a04-8c0b-41ea7d9dab6f,35a9ad50-5afd-4508-a97a-b5d8ba915c69,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
088c4809-4c74-49ef-9c42-91578ba54b72,fbd4719a-abb8-437d-be41-ed4a20ee2784,61861c5a-7879-42b6-bfec-6526a7989c85,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
089715e3-7e00-42be-9239-a3c5352b3190,de9261c2-0366-465c-920b-d0cec9f36b87,9c0595c3-f3ba-42af-9761-1f1cf81dadac,#N/A,#N/A,#N/A,Feature Request,New,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
08b00997-1b46-4c53-bb30-c3ff63251074,97b95652-5929-4f51-93b3-391d531a831f,62d2b026-5946-42ee-8ef0-a05498ce1462,#N/A,#N/A,#N/A,Feature Request,New,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
09187d57-54b8-46d5-a79c-8338adc728e5,86eef8a8-efe3-41fb-b8cb-e0121cd327d2,34c3137f-c786-42e0-a31e-c63b727a1550,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
092d9b1e-0c52-4a4e-978b-a5da594d728b,adb1e83b-b563-47b6-8862-10eae3a6c826,26a90565-5350-41f1-aa93-eaadbeae5645,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
09489a2c-e301-4110-9a4c-fa0cea2536d8,1c27d56b-d779-4d82-90c7-229c0178eb79,808f0ce8-a722-4c71-a0da-2a4e03733216,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
09d6f5bf-6d74-420f-89fb-a38afdb9968b,8b806bf5-f3d7-4bab-8692-05c27c21103d,4926556e-5116-4a28-aeac-2fb73cdf2e3e,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
09e383c7-eee8-4da7-af87-1b3782b0fde7,e7f9e75a-b2aa-4d36-aeee-b8bf1dd99c3a,9c0595c3-f3ba-42af-9761-1f1cf81dadac,#N/A,#N/A,#N/A,Problem,Escalated,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
09fd1a7f-5b7a-4b8e-b01b-f82a50997b58,d6e10776-f9f6-492f-9988-37d9b0fe9bd3,81b825ec-df84-4f42-907b-02c39c802a0b,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
0a03e20e-6a31-429f-a614-8d14e2e71a8b,78d6d824-d8d7-4fd5-a7d2-08905a574de5,58769d5f-cf2d-4612-8065-a50b4200f683,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
0a606dfe-c6d9-4723-acc4-8954cdfe3e05,256a6dbd-f6d0-47df-9ead-9ca60e25717b,477f1dda-21fb-4778-ab90-96a3c4a8cfe3,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
0a84d8cf-0ec4-4ccb-ab9c-3fa69a0ed53e,106609e9-b0ed-4279-ad64-cb3dcab80a3a,a802a625-4080-40fb-b088-19efb18331a7,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
0a9a3711-44ea-46bf-934b-d062a287da91,8adf4325-7206-4308-96b9-b3b7f06f2365,7ec94dc0-9562-4b73-bd10-82dedc360f09,#N/A,#N/A,#N/A,Feature Request,New,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
0aa912ba-66ab-4716-aa27-7e3ec4ca0fe8,6ab1a364-b640-40d4-af48-ea04ea04d2f3,d3fed2d3-ec52-4f86-9e60-621819590ac2,#N/A,#N/A,#N/A,Problem,New,#N/A,Please update my profile access,Medium,#N/A,#N/A,false,#N/A,#N/A,#N/A
0ae24b34-1db1-4ff0-970f-55cd85446e76,bc9a09ba-ac63-4d12-871d-714a60134404,b8d21752-f0e0-4906-9191-6033ab74049e,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
0ae2e6d7-8c1d-4696-85f0-3707485ea392,dd079d6c-68c9-4c19-8f6d-12874d43051e,4edb158e-f962-42dd-ac2a-f5f5baf46841,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
0aebd74b-8905-48ec-a384-afaf00083787,205becf1-bacc-4192-bf27-a42f069c7da6,84e06c4d-1c48-4d2f-885e-60940b99db6f,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
0afda5f0-ddcd-4612-a2de-6e4857a2d5eb,f3f63b48-899e-437c-be62-7e6a76b7b703,6ebd52fd-5fce-4109-9f18-a2250084b1e4,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
0ba5196d-06e4-48c8-865a-2829de1bde93,e05b1133-b377-4811-b5c6-75b37b962382,0f3a4ac0-5f1d-4958-8669-aedd66cef3a1,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
0bc5538d-5bef-4938-a3ba-adbd658b5fd0,dcb2e0bb-55d1-4eed-af54-f30846092a1c,61861c5a-7879-42b6-bfec-6526a7989c85,#N/A,#N/A,#N/A,Feature Request,Rejected,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
0bd39fd5-4a07-4fbe-ad74-2a0c8597aa66,6666a003-4944-41bf-ac35-832aec20a98e,203ff87e-cb03-4dea-bf22-5ec94453d3c1,#N/A,#N/A,#N/A,Question,New,User didn't attend training,Initial setup overview,Medium,User Needs Help,#N/A,false,#N/A,#N/A,#N/A
0be50f64-b184-496b-97be-1c2010cf2347,82c6db5f-b854-4979-ac4d-200e34f45bdc,0d854576-00f2-4703-aa47-0ec2266f8594,#N/A,#N/A,#N/A,Problem,Rejected,User didn't attend training,Unable to parse query ids,Medium,User Needs Help,#N/A,false,#N/A,#N/A,#N/A
0bfa5cdd-4261-491a-a8e1-97cf31f102a7,1f864156-f228-46ae-a8ec-b8f8e5adc1c3,baea373d-ac63-4ce6-85c6-ed6f75bdad26,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
0c166d5a-9568-4956-8ed6-81801073fe6e,3256e944-6778-4325-b32f-4be58781e4be,64cfb4a0-32fe-46ff-b890-cacf1f5924bc,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
0ce271fe-d16e-49ef-80ed-6b2ab7dd74e8,224848fd-9ff9-4bc2-a022-dedef988a31e,9d67cd35-a2c2-49ca-b630-66d2a191fc57,#N/A,#N/A,#N/A,Problem,Escalated,User didn't attend training,PPTX is Not working for Single record,Medium,User Needs Help,#N/A,false,#N/A,#N/A,#N/A
0d6f8114-d09e-468f-b991-5f1f9c20399d,533e5cb7-9117-40de-b328-17353159dd55,26a90565-5350-41f1-aa93-eaadbeae5645,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
0d85eaf2-8dfe-406d-b18a-046bbec2be5c,2898a7e5-dd6d-4018-b275-be9ca0e7f839,4de78b82-48d2-4f01-8a7f-b2564aca0749,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
0e2b30fb-05b2-4976-bb24-e2f8d110d539,707c0b8a-4b9e-4548-b03c-51d4dc421845,838f977b-7602-4ea3-a759-3488d07ea9ba,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
0eabbd90-e278-4819-8556-b7efa0282632,3bdaaa38-b6d2-4557-8789-f6cee7920c75,bd1e547b-5e66-46f7-86ff-501480d0f1f0,#N/A,#N/A,#N/A,Problem,Rejected,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
0eff218e-bbfe-44ab-8aa6-6b8b9f9c0f71,11700052-a98f-48b3-b830-eeeeddfbf275,0d854576-00f2-4703-aa47-0ec2266f8594,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
0f8f64d5-2129-47ce-b49f-fd344c585bb2,0062dfb3-48dc-4464-a970-91a6e02e3094,f6e099b5-20c2-41f3-b0c8-057d41b59d50,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
0fc00042-28ee-46da-ba14-7d5c99346c81,0dd37332-1648-4167-a3e3-89028bd1256a,03bc8431-f383-4600-b814-0e027a9b8621,#N/A,#N/A,#N/A,Question,Approved,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
0fd5ffe4-963a-4093-9b01-4ad9b47bc084,22830dbc-c64c-406d-9db7-92347b38135d,72c0aaf1-7f4d-4f3f-a5ba-f9b5bca3e544,#N/A,#N/A,#N/A,Problem,On Hold,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
1017cbae-7056-4f5d-abc8-97cb2bde5dfd,eeff743b-8de0-45c4-a39b-97318d61f0f9,9f32138d-d239-44e6-9816-e517b35a66b7,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
102ada32-a002-4a8c-b18d-e965af764059,e17267fd-8ea1-4a24-ab00-443ba9c9e749,0290fced-80b6-4c20-9bb6-c400314f3f78,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,How do we restrict access?,Medium,#N/A,#N/A,false,#N/A,#N/A,#N/A
10615a51-6dfa-4ed2-9174-5cf239fb7d89,a590101d-979f-4db0-a12b-7d32e168226b,2752c1d1-b795-4735-b9bc-6f4eba1957a3,#N/A,#N/A,#N/A,Question,Approved,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
106de3d9-effa-4cf7-b722-1ee034ee53e3,fe31f81c-3537-468e-8c09-73346f06f8fb,862e7135-eb38-4c92-98f1-91563ad5f008,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
1078a529-fcb3-404c-ab25-5d68f7fd7f61,a44209c7-88e2-443b-bffb-c7cc523bc1de,238c31e0-7d3e-4c86-be61-0973ae9a9ca8,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
114e8dee-9085-4be8-a575-f6c34907b4b3,c4ba8a11-a32e-4d67-904e-0ebb456a08bf,203ff87e-cb03-4dea-bf22-5ec94453d3c1,#N/A,#N/A,#N/A,Problem,On Hold,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
1159a7f7-620b-40f6-93f6-505e4987efda,7411178b-e0e5-4bf0-af80-c68d2b645066,e03ca115-f212-4f8e-b4e1-bad754f8f173,#N/A,#N/A,#N/A,Problem,On Hold,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
116d607e-ed2d-465a-a0f7-d2dfc1ac4b65,0bd341a0-14b3-4a49-80aa-c94342ae97ca,38669415-6bbb-4177-976e-91b0d255898e,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
1196ef21-0cce-44a1-a91e-4aaf55b88bdc,b2e79943-73d0-4887-95b2-e88d57497946,39a5f6b9-a18b-4ee0-a1e7-b276f715a1cb,#N/A,#N/A,#N/A,Feature Request,New,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
11a59ae3-59ca-4e1c-ae1c-37add7efed79,71f991df-a477-4221-b3d7-b4467953f160,26a90565-5350-41f1-aa93-eaadbeae5645,#N/A,#N/A,#N/A,#N/A,Pending Approval,#N/A,Question about my last statement,Medium,Last statement question.,#N/A,false,#N/A,#N/A,#N/A
11a6efda-1ee9-4f37-9e1d-9581df2cb418,4afe0ee2-6ffb-4d1c-99bb-a9d84e1d3722,808f0ce8-a722-4c71-a0da-2a4e03733216,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,Access Restriction,Medium,User Needs Help,#N/A,false,#N/A,#N/A,#N/A
11a8884e-0978-4cea-a0e9-cfcb9537d28e,696ef558-3c4d-4250-a5f5-74d35ae39ae5,4de78b82-48d2-4f01-8a7f-b2564aca0749,#N/A,#N/A,#N/A,Problem,Rejected,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
11b0d0bf-bf5d-4d39-b61b-2f07189545f8,7f3484dc-b62d-4eb2-9af2-c75fe2a5ac57,64cfb4a0-32fe-46ff-b890-cacf1f5924bc,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
11cf9d70-1d74-4d89-bec8-9ac208e8061b,c952cd49-1410-4211-a9f6-ad073ea2b7ee,c11a1807-1b6f-4f8f-8c8c-791c032e6152,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
122410be-b7a0-48af-b7dd-cb3288c9c3c0,58330943-c29f-4003-944e-c248236762aa,078d194d-98c9-441d-97a0-fc6709abf638,#N/A,#N/A,#N/A,Problem,Approved,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
