Guid,AccountId,Name,Description,StageName,Amount,Probability,CloseDate,Type,NextStep,LeadSource,ForecastCategoryName,IsExcludedFromTerritory2Filter,SBQQ__Contracted__c,SBQQ__CreateContractedPrices__c,SBQQ__OrderGroupID__c,SBQQ__Ordered__c,SBQQ__QuotePricebookId__c,SBQQ__Renewal__c,sbaa__ApprovalStatus__c,sbaa__ApprovalStep__c,sbaa__StepApproved__c,sbaa__SubmittedDate__c
137ff209-64cc-4623-9433-c513083e8c56,f6e099b5-20c2-41f3-b0c8-057d41b59d50,Kimia - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2026-01-21,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
13c77a05-2fb5-428e-8767-19ffd62e02dc,3e9f8d85-b839-4b8d-944a-864ad5f1f381,Meejo - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2026-02-04,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
144530ed-64f3-4451-bd30-938a62b563ee,89c33163-5cb6-47d9-b380-7c6347486897,Zoomlounge - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2025-12-06,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
14642971-23de-42d3-b39c-ee2c4da9f596,ba05f0c8-79fb-4835-aaa0-a376e1689fd0,Quinu - Cross-sell,#N/A,Proposal/Price Quote,18050.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
14af4edb-dd3f-444c-a79f-4c62c98c9901,ac74df6f-fad7-4bd8-a606-eeb0f45dbd01,Plambee - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2025-12-06,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
14c4f076-45b8-4b78-a87c-ce73b7228fcc,6ebd52fd-5fce-4109-9f18-a2250084b1e4,Jabberstorm - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2025-12-06,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
151b0698-062e-41fa-ae90-a90fe8a831ef,065f7197-60e5-4d10-a0ec-f2f5816afff7,Aibox - Initial Sale,#N/A,Value Proposition,72395.0,50.0,2026-02-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
154b9e34-09bd-41b6-b74c-9e14fd332b07,d8e27fcc-9259-4a36-a201-9da2bc52ad3e,Fliptune - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2025-07-23,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
15a4f8ad-615e-4e1d-b475-2574075c314c,808f0ce8-a722-4c71-a0da-2a4e03733216,Kwideo - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
162ddb4b-1e12-44d2-a1c8-38f4a48b63f4,34c3137f-c786-42e0-a31e-c63b727a1550,Fatz - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2026-02-03,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1665d4f4-ff73-469c-a880-8e37584d4c72,57205e96-d186-40f4-a621-2f371f6f9425,Eidelr-Ashpool - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2026-02-03,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
171d433a-2589-4e77-80c7-de0611afe74c,203ff87e-cb03-4dea-bf22-5ec94453d3c1,Layo - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2025-07-23,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
177f81fc-9945-47b2-b329-dd63859d52f7,9c0595c3-f3ba-42af-9761-1f1cf81dadac,Tazz - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2026-02-03,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
17833b5a-2dc3-41f5-9f8b-53f643072fda,d49afe24-72f2-4708-a033-1965ef512787,Edgeclub - Additional Sale,#N/A,Value Proposition,34995.0,50.0,2025-12-09,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
183ef6ea-ba7b-4273-8734-198a8e6f26de,e03ca115-f212-4f8e-b4e1-bad754f8f173,Buzzshare - Additional Sale,#N/A,Value Proposition,34995.0,50.0,2025-10-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
184b8e1d-b7da-4f17-901b-522400dcaa40,862e7135-eb38-4c92-98f1-91563ad5f008,Browsedrive - Initial Sale,#N/A,Needs Analysis,72395.0,20.0,2026-02-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
18a42887-bea8-4a30-af36-15a6cf0b299b,58769d5f-cf2d-4612-8065-a50b4200f683,Yozio - Upsell,#N/A,Qualification,75000.0,10.0,2026-04-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
19b8a39c-c433-424d-8c12-91843b58eb40,6ebd52fd-5fce-4109-9f18-a2250084b1e4,Jabberstorm - Upsell,#N/A,Qualification,75000.0,10.0,2026-04-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1a2d6c1e-783a-430a-bfd7-d1a74317be56,7ec94dc0-9562-4b73-bd10-82dedc360f09,Centimia - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2026-02-03,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1a3c33a2-503a-414f-92ac-3b18ac632696,61861c5a-7879-42b6-bfec-6526a7989c85,Eadel - Cross-sell,#N/A,Proposal/Price Quote,34350.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1a4838c9-4f0e-479c-bac3-7eb5be2fa222,55894b8e-12e0-4fa7-9101-252f247b50fb,Mycat - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1b9a2e80-000e-4d9a-90a1-77468788cb3c,bfff17a1-9be0-45db-a078-eea0ef614d85,Thoughtstorm - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2026-02-03,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1c30784e-c8bf-43fa-9e55-776871a00919,c3426c5f-a951-4440-baa4-82921033bd4d,Twiyo - Upsell,#N/A,Qualification,100082.0,10.0,2026-02-09,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1c3e1735-be62-4c4d-867a-eef70b825774,5b337efc-12b2-4792-89fc-2ebee809d272,Dynazzy - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2025-12-06,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1c66e558-5718-49a3-92a1-532e578b974c,065f7197-60e5-4d10-a0ec-f2f5816afff7,Aibox - Upsell,#N/A,Qualification,75000.0,10.0,2026-04-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1d14e7b9-02d7-4861-92eb-305a1ae03518,86fe5665-9155-4eff-a952-786b9665b5a7,Avaveo - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2025-12-06,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1d728f54-de7e-480d-811e-fbc824369d90,94a38b39-bc57-401f-84e3-47d33cdbef70,Omba - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2026-02-03,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1db48993-1dec-4ce5-9b60-0fac25544101,bfff17a1-9be0-45db-a078-eea0ef614d85,Thoughtstorm - Cross-sell-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1dcb9d99-073c-45bc-8e0d-a686e6a26fe0,35a9ad50-5afd-4508-a97a-b5d8ba915c69,Skyba - Additional Sale,#N/A,Id. Decision Makers,34995.0,60.0,2025-10-25,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1dcd0d54-1f6a-4203-b205-60bab168f226,0f3a4ac0-5f1d-4958-8669-aedd66cef3a1,Oozz - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2025-12-06,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1ded3636-b49d-4c5b-a52a-f2a5e72e181c,34c3137f-c786-42e0-a31e-c63b727a1550,Fatz - Additional Sale,#N/A,Closed Won,29995.0,100.0,2025-09-23,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1e59d59f-4ea3-46d3-862e-6f7fe5f7e0f3,e08878da-c224-4866-8104-c9bb483becbe,Meeveo - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1ecf0439-4cee-4063-a0ca-480d337d1537,54e2e79b-cdf5-4e93-803c-3982434a45e9,Browsetype - Initial Sale,#N/A,Prospecting,74395.0,10.0,2026-02-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1ed03231-c704-4d75-97bb-5dd185d67eb9,1c6920f8-dba7-46cf-8e21-02ae66336327,Yodel - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2025-07-23,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1f0765cf-b30e-40a6-b412-db2374a52881,0d854576-00f2-4703-aa47-0ec2266f8594,Aivee - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2025-12-06,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1f2b2d32-b804-4f8a-a309-7ebf7d1af388,cab1e820-8748-47b1-9166-c8b4d5da7a11,Jetpulse - Additional Sale,#N/A,Value Proposition,34995.0,50.0,2025-11-17,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1f44065f-b16d-490c-b481-565e77c06705,4a6fe7d4-ed81-4322-98f7-4f55e975336a,Topicstorm - Cross-sell,#N/A,Proposal/Price Quote,34350.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1fae5da7-742b-451b-852b-25f5e3ede6e5,477f1dda-21fb-4778-ab90-96a3c4a8cfe3,Devcast - Upsell,#N/A,Qualification,75000.0,10.0,2026-04-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
210fa562-47c3-4174-9277-f011f143927f,9d67cd35-a2c2-49ca-b630-66d2a191fc57,Quire - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2026-02-03,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
21198da5-947e-4dd5-8249-8c4becc49e58,26a90565-5350-41f1-aa93-eaadbeae5645,Yakidoo - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2025-12-06,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
216b6e21-614e-4da6-8083-c131e6b04c8f,e03ca115-f212-4f8e-b4e1-bad754f8f173,Buzzshare - Cross-sell,#N/A,Proposal/Price Quote,18050.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
21792fe9-ddb2-4f3e-8c7b-e47a3cc7085d,cd63405b-489a-4d4f-bf7f-2a20adad5456,Meembee - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2025-07-23,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
21b1fc1b-9b9d-4b4b-8a5e-8458578dddf5,c11a1807-1b6f-4f8f-8c8c-791c032e6152,Realfire - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2025-07-23,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
22c0bc79-674b-43fb-82c1-2c148cb88ac9,477f1dda-21fb-4778-ab90-96a3c4a8cfe3,Devcast - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2026-02-03,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2325845e-d306-4173-9e0e-c7405aecbc3d,b8863ac4-6727-426b-a0d3-8ba897ffc82c,Zoovu - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2026-02-03,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
237a563d-fe44-4277-b8a9-cf0744b16d27,4b45406d-e86f-401a-be15-58d7550a29b5,Skalith - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2026-02-03,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
23a3f594-8ad4-4061-b6b6-a3ec70dd8942,39a5f6b9-a18b-4ee0-a1e7-b276f715a1cb,Noba - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2025-12-06,Existing Business,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
24745102-092f-4db3-a56d-9d18e7b80945,c3426c5f-a951-4440-baa4-82921033bd4d,Twiyo - Initial Sale,#N/A,Needs Analysis,72395.0,20.0,2025-12-12,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
24d274d9-b021-42a6-a437-2630a0163c23,c3426c5f-a951-4440-baa4-82921033bd4d,Twiyo - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2025-12-06,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
25e8e547-e93b-4892-867e-3cf580e5e36d,36c39deb-37f2-439a-9a41-e3f479203e12,Voonix - Upsell,#N/A,Qualification,100082.0,10.0,2026-04-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
260bb9b7-3722-44b8-acdc-6b53b6b7a2a9,9c0595c3-f3ba-42af-9761-1f1cf81dadac,Tazz - SOW 2,#N/A,Needs Analysis,72395.0,20.0,2026-02-05,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
285ca7dd-ac3e-4ca4-ad60-adf383d5fc66,9f32138d-d239-44e6-9816-e517b35a66b7,Shuffletag - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2025-07-23,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2886a030-3c54-45b6-99ed-b41c080aba00,62d2b026-5946-42ee-8ef0-a05498ce1462,Trilith - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
29927451-d574-44df-b6c6-5ad87c7f5f84,ce50a310-950c-4837-ba53-fec863d4bf5f,Tagtune - Cross-sell,#N/A,Proposal/Price Quote,18050.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2a3f3307-c539-45fc-b257-fd02e81c6d99,64cfb4a0-32fe-46ff-b890-cacf1f5924bc,Rhynyx - Cross-sell,#N/A,Proposal/Price Quote,34350.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2a982581-9e93-411e-a23f-53b2986835e1,9c0595c3-f3ba-42af-9761-1f1cf81dadac,Tazz - SOW 1,#N/A,Needs Analysis,25400.0,20.0,2026-02-05,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2b686c48-62d5-49eb-8396-f1a9f9784a26,7ec94dc0-9562-4b73-bd10-82dedc360f09,Centimia - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2025-07-23,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
